1.050418	0.001356
0.892006	0.034128
0.734111	0.063079
0.65318	0.076797
0.573424	0.088745
0.494792	0.098766
0.413924	0.107239
0.361169	0.111067
0.307348	0.111561
0.255431	0.112562
0.216386	0.110258
0.176684	0.105903
0.139483	0.098483
0.104486	0.087067
0.096722	0.084572
0.067907	0.070707
0.053144	0.062668
0.041304	0.052877
0.027348	0.041918
0.016268	0.029064
0.006129	0.013709
0	0
0.002821	-0.045584
0.007968	-0.056704
0.013716	-0.065945
0.02106	-0.075643
0.039561	-0.093999
0.054574	-0.106935
0.069855	-0.119036
0.091008	-0.134548
0.135617	-0.16382
0.204406	-0.204592
0.287545	-0.249489
0.359936	-0.02878
0.552886	0.013706
0.571648	0.017921
0.586569	0.021015
0.609968	0.023398
0.625856	0.024076
0.662766	0.025146
0.689036	0.025618
0.740248	0.027857
0.796756	0.030315
0.807042	0.029809
1.04971	-0.000856
