trapmid
     0.999956   -0.001763
     0.999631   -0.001749
     0.969925    0.003015
     0.939901    0.007844
     0.879842    0.017586
     0.819742    0.027240
     0.759552    0.036490
     0.729409    0.040859
     0.699232    0.045008
     0.669006    0.048906
     0.638691    0.052535
     0.577921    0.058902
     0.517134    0.064067
     0.456254    0.068187
     0.395305    0.071439
     0.334323    0.073989
     0.303821    0.075033
     0.273314    0.075922
     0.258058    0.076313
     0.242732    0.076666
     0.211673    0.077069
     0.173906    0.076666
     0.170294    0.076578
     0.168067    0.076516
     0.147201    0.075809
     0.138137    0.075168
     0.129190    0.073975
     0.110888    0.071333
     0.092220    0.068366
     0.082899    0.066536
     0.073655    0.064359
     0.064539    0.061751
     0.055600    0.058629
     0.046888    0.054912
     0.038521    0.050459
     0.030673    0.045271
     0.023449    0.039506
     0.016955    0.033323
     0.011292    0.026871
     0.006560    0.020296
     0.002852    0.013738
     0.000264    0.007340
    -0.000585    0.004239
    -0.001127    0.001220
    -0.001330   -0.001677
    -0.001138   -0.004376
    -0.000543   -0.006840
     0.000400   -0.009089
     0.001649   -0.011137
     0.003172   -0.012993
     0.004934   -0.014670
     0.006907   -0.016172
     0.009066   -0.017504
     0.011384   -0.018667
     0.016394   -0.020470
     0.021709   -0.021689
     0.027184   -0.022784
     0.049227   -0.026959
     0.071410   -0.030871
     0.093749   -0.034643
     0.116232   -0.038337
     0.138828   -0.041842
     0.163638   -0.045279
     0.163650   -0.045282
     0.163664   -0.045284
     0.191239   -0.048380
     0.222642   -0.051173
     0.238207   -0.052345
     0.253684   -0.053438
     0.284635   -0.055644
     0.315585   -0.057834
     0.377515   -0.061664
     0.439478   -0.064787
     0.470468   -0.066035
     0.501465   -0.067042
     0.532466   -0.067782
     0.563795   -0.068320
     0.595072   -0.068855
     0.626309   -0.069387
     0.657473   -0.069915
     0.688739   -0.070442
     0.719936   -0.070966
     0.750484   -0.071477
     0.808874   -0.072447
     0.861077   -0.058675
     0.861103   -0.058624
     0.863296   -0.052233
     0.863670   -0.046008
     0.864043   -0.039783
     0.864416   -0.033558
     0.864789   -0.027333
     0.865162   -0.021108
     0.865536   -0.014882
     0.865918   -0.008966
     0.867934   -0.003898
     0.881905   -0.002899
     0.895915   -0.002280
     0.910732   -0.002205
     0.925548   -0.002129
     0.940365   -0.002053
     0.955181   -0.001977
     0.969998   -0.001902
     0.984814   -0.001825
     0.999956   -0.001763
