     1.000000    -0.001889
     0.874065    0.026222
     0.748130    0.054325
     0.684539    0.068211
     0.621571    0.081621
     0.558603    0.094015
     0.526808    0.099620
     0.494389    0.104657
     0.462594    0.108853
     0.430175    0.112113
     0.398379    0.114476
     0.365960    0.115973
     0.333541    0.116584
     0.301746    0.116234
     0.269327    0.114863
     0.236908    0.112151
     0.205112    0.107749
     0.173317    0.101665
     0.142145    0.093853
     0.110973    0.084108
     0.081047    0.072238
     0.066708    0.065405
     0.052369    0.057830
     0.038653    0.049352
     0.025561    0.039713
     0.019327    0.034364
     0.013716    0.028572
     0.008728    0.022251
     0.004364    0.015368
     0.001247    0.007905
     0.000000    0.000000
     0.000001    -0.008086
     0.001247    -0.012014
     0.003117    -0.015630
     0.005611    -0.018747
     0.008728    -0.021241
     0.012469    -0.022986
     0.016209    -0.024171
     0.024314    -0.025044
     0.032419    -0.024670
     0.160848    -0.013946
     0.225686    -0.009333
     0.354115    -0.001908
     0.418953    0.000823
     0.483167    0.002837
     0.548005    0.004102
     0.612843    0.004208
     0.677057    0.003167
     0.741895    0.001833
     1.000000    -0.004470
