0	0
0.00366	0.001892
0.007201	0.003364
0.011372	0.005249
0.016378	0.007362
0.02145	0.009321
0.026534	0.011071
0.029318	0.01193
0.036666	0.013876
0.044299	0.015547
0.047529	0.016082
0.052866	0.016792
0.061402	0.017737
0.069912	0.018422
0.078391	0.018783
0.0893	0.019061
0.094986	0.019132
0.105689	0.019146
0.110367	0.019139
0.122889	0.01915
0.131323	0.019133
0.139734	0.018891
0.155093	0.018207
0.159751	0.018016
0.165967	0.017786
0.183252	0.017095
0.203933	0.016268
0.216257	0.015809
0.232291	0.015232
0.236457	0.015085
0.248337	0.01465
0.252227	0.014501
0.267995	0.013866
0.280427	0.013339
0.2992	0.012516
0.312838	0.011915
0.330713	0.011137
0.37705	0.009158
0.393398	0.008457
0.441297	0.006389
0.456045	0.005757
0.505591	0.003644
0.518639	0.003085
0.56995	0.000887
0.581185	0.000409
0.634371	-0.001857
0.643986	-0.002271
0.698861	-0.004624
0.706081	-0.004925
0.731129	-0.00603
0.762119	-0.007372
0.768118	-0.007496
0.809671	-0.008781
0.821223	-0.008026
0.877118	-0.005
0.879265	-0.0055
0.891864	-0.0035
0.953563	-0.002
0.984491	0
1.01	0
