	0.000000     0.000000     
     0.002977     0.001738     
     0.007881     0.003941     
     0.010385     0.004984     
     0.012607     0.005879     
     0.017703     0.007888     
     0.023012     0.009885     
     0.028480     0.011667     
     0.031971     0.012648     
     0.039810     0.014487     
     0.048164     0.015933     
     0.050494     0.016259     
     0.056863     0.017002     
     0.065790     0.017775     
     0.072647     0.018187     
     0.074897     0.018290     
     0.084125     0.018591     
     0.093423     0.018729     
     0.112075     0.018684     
     0.117411     0.018624     
     0.130354     0.018480     
     0.139288     0.018444     
     0.148340     0.018275     
     0.164757     0.017299     
     0.169179     0.016946     
     0.171404     0.016806     
     0.175002     0.016617     
     0.192324     0.016038     
     0.212729     0.015182     
     0.223685     0.014655     
     0.239229     0.013951     
     0.243749     0.013746     
     0.254686     0.013238     
     0.259055     0.013030     
     0.274292     0.012292     
     0.285597     0.011731     
     0.304762     0.010759     
     0.316508     0.010158     
     0.335223     0.009209     
     0.378358     0.007048     
     0.396128     0.006158     
     0.440240     0.003946     
     0.456998     0.003107     
     0.471191     0.002397     
     0.502147     0.000851     
     0.517799     0.000071     
     0.533107    -0.000691     
     0.564067    -0.002233     
     0.578507    -0.002954     
     0.595025    -0.003779     
     0.625978    -0.005326     
     0.639199    -0.005989     
     0.656919    -0.006874     
     0.669466    -0.007502     
     0.687961    -0.008433     
     0.699662    -0.009033     
     0.718924    -0.009994     
     0.729801    -0.010511     
     0.749057    -0.011512     
     0.759905    -0.012218     
     0.798516    -0.016116     
     0.820016    -0.018398     
     0.830505    -0.017581     
     0.866498     0.010425     
     0.876473     0.009364     
     0.880039     0.008952     
     0.886448     0.008307     
     0.896422     0.007248     
     0.906397     0.006190     
     0.916372     0.005132     
     0.926347     0.004074     
     0.936321     0.003018     
     0.940022     0.002627     
     0.946296     0.001964     
     0.956271     0.000913     
     0.966246    -0.000137     
     0.969999    -0.000548     
     0.976221    -0.001183     
     0.986195    -0.002226     
     0.996170    -0.003266     
     1.000000    -0.000000     
